#syscall (v6.13.0 2025-01-23),x86,x86_kver,x86_64,x86_64_kver,x32,x32_kver,arm,arm_kver,aarch64,aarch64_kver,loongarch64,loongarch64_kver,m68k,m68k_kver,mips,mips_kver,mips64,mips64_kver,mips64n32,mips64n32_kver,parisc,parisc_kver,parisc64,parisc64_kver,ppc,ppc_kver,ppc64,ppc64_kver,riscv64,riscv64_kver,s390,s390_kver,s390x,s390x_kver,sh,sh_kver
getpriority,96,SCMP_KV_UNDEF,140,SCMP_KV_UNDEF,140,SCMP_KV_UNDEF,96,SCMP_KV_UNDEF,141,SCMP_KV_UNDEF,141,SCMP_KV_UNDEF,96,SCMP_KV_UNDEF,96,SCMP_KV_UNDEF,137,SCMP_KV_UNDEF,137,SCMP_KV_UNDEF,96,SCMP_KV_UNDEF,96,SCMP_KV_UNDEF,96,SCMP_KV_UNDEF,96,SCMP_KV_UNDEF,141,SCMP_KV_UNDEF,96,SCMP_KV_UNDEF,96,SCMP_KV_UNDEF,96,SCMP_KV_UNDEF
getrandom,355,SCMP_KV_UNDEF,318,SCMP_KV_UNDEF,318,SCMP_KV_UNDEF,384,SCMP_KV_UNDEF,278,SCMP_KV_UNDEF,278,SCMP_KV_UNDEF,352,SCMP_KV_UNDEF,353,SCMP_KV_UNDEF,313,SCMP_KV_UNDEF,317,SCMP_KV_UNDEF,339,SCMP_KV_UNDEF,339,SCMP_KV_UNDEF,359,SCMP_KV_UNDEF,359,SCMP_KV_UNDEF,278,SCMP_KV_UNDEF,349,SCMP_KV_UNDEF,349,SCMP_KV_UNDEF,373,SCMP_KV_UNDEF
getresgid,171,SCMP_KV_UNDEF,120,SCMP_KV_UNDEF,120,SCMP_KV_UNDEF,171,SCMP_KV_UNDEF,150,SCMP_KV_UNDEF,150,SCMP_KV_UNDEF,171,SCMP_KV_UNDEF,191,SCMP_KV_UNDEF,118,SCMP_KV_UNDEF,118,SCMP_KV_UNDEF,171,SCMP_KV_UNDEF,171,SCMP_KV_UNDEF,170,SCMP_KV_UNDEF,170,SCMP_KV_UNDEF,150,SCMP_KV_UNDEF,171,SCMP_KV_UNDEF,211,SCMP_KV_UNDEF,171,SCMP_KV_UNDEF
getresgid32,211,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,211,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,211,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,211,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,211,SCMP_KV_UNDEF
getresuid,165,SCMP_KV_UNDEF,118,SCMP_KV_UNDEF,118,SCMP_KV_UNDEF,165,SCMP_KV_UNDEF,148,SCMP_KV_UNDEF,148,SCMP_KV_UNDEF,165,SCMP_KV_UNDEF,186,SCMP_KV_UNDEF,116,SCMP_KV_UNDEF,116,SCMP_KV_UNDEF,165,SCMP_KV_UNDEF,165,SCMP_KV_UNDEF,165,SCMP_KV_UNDEF,165,SCMP_KV_UNDEF,148,SCMP_KV_UNDEF,165,SCMP_KV_UNDEF,209,SCMP_KV_UNDEF,165,SCMP_KV_UNDEF
getresuid32,209,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,209,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,209,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,209,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,209,SCMP_KV_UNDEF
getrlimit,76,SCMP_KV_UNDEF,97,SCMP_KV_UNDEF,97,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,163,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,76,SCMP_KV_UNDEF,76,SCMP_KV_UNDEF,95,SCMP_KV_UNDEF,95,SCMP_KV_UNDEF,76,SCMP_KV_UNDEF,76,SCMP_KV_UNDEF,76,SCMP_KV_UNDEF,76,SCMP_KV_UNDEF,163,SCMP_KV_UNDEF,76,SCMP_KV_UNDEF,191,SCMP_KV_UNDEF,76,SCMP_KV_UNDEF
get_robust_list,312,SCMP_KV_UNDEF,274,SCMP_KV_UNDEF,531,SCMP_KV_UNDEF,339,SCMP_KV_UNDEF,100,SCMP_KV_UNDEF,100,SCMP_KV_UNDEF,305,SCMP_KV_UNDEF,310,SCMP_KV_UNDEF,269,SCMP_KV_UNDEF,273,SCMP_KV_UNDEF,290,SCMP_KV_UNDEF,290,SCMP_KV_UNDEF,299,SCMP_KV_UNDEF,299,SCMP_KV_UNDEF,100,SCMP_KV_UNDEF,305,SCMP_KV_UNDEF,305,SCMP_KV_UNDEF,312,SCMP_KV_UNDEF
getrusage,77,SCMP_KV_UNDEF,98,SCMP_KV_UNDEF,98,SCMP_KV_UNDEF,77,SCMP_KV_UNDEF,165,SCMP_KV_UNDEF,165,SCMP_KV_UNDEF,77,SCMP_KV_UNDEF,77,SCMP_KV_UNDEF,96,SCMP_KV_UNDEF,96,SCMP_KV_UNDEF,77,SCMP_KV_UNDEF,77,SCMP_KV_UNDEF,77,SCMP_KV_UNDEF,77,SCMP_KV_UNDEF,165,SCMP_KV_UNDEF,77,SCMP_KV_UNDEF,77,SCMP_KV_UNDEF,77,SCMP_KV_UNDEF
getsid,147,SCMP_KV_UNDEF,124,SCMP_KV_UNDEF,124,SCMP_KV_UNDEF,147,SCMP_KV_UNDEF,156,SCMP_KV_UNDEF,156,SCMP_KV_UNDEF,147,SCMP_KV_UNDEF,151,SCMP_KV_UNDEF,122,SCMP_KV_UNDEF,122,SCMP_KV_UNDEF,147,SCMP_KV_UNDEF,147,SCMP_KV_UNDEF,147,SCMP_KV_UNDEF,147,SCMP_KV_UNDEF,156,SCMP_KV_UNDEF,147,SCMP_KV_UNDEF,147,SCMP_KV_UNDEF,147,SCMP_KV_UNDEF
getsockname,367,SCMP_KV_UNDEF,51,SCMP_KV_UNDEF,51,SCMP_KV_UNDEF,286,SCMP_KV_UNDEF,204,SCMP_KV_UNDEF,204,SCMP_KV_UNDEF,364,SCMP_KV_UNDEF,172,SCMP_KV_UNDEF,50,SCMP_KV_UNDEF,50,SCMP_KV_UNDEF,44,SCMP_KV_UNDEF,44,SCMP_KV_UNDEF,331,SCMP_KV_UNDEF,331,SCMP_KV_UNDEF,204,SCMP_KV_UNDEF,367,SCMP_KV_UNDEF,367,SCMP_KV_UNDEF,345,SCMP_KV_UNDEF
getsockopt,365,SCMP_KV_UNDEF,55,SCMP_KV_UNDEF,542,SCMP_KV_UNDEF,295,SCMP_KV_UNDEF,209,SCMP_KV_UNDEF,209,SCMP_KV_UNDEF,362,SCMP_KV_UNDEF,173,SCMP_KV_UNDEF,54,SCMP_KV_UNDEF,54,SCMP_KV_UNDEF,182,SCMP_KV_UNDEF,182,SCMP_KV_UNDEF,340,SCMP_KV_UNDEF,340,SCMP_KV_UNDEF,209,SCMP_KV_UNDEF,365,SCMP_KV_UNDEF,365,SCMP_KV_UNDEF,354,SCMP_KV_UNDEF
get_thread_area,244,SCMP_KV_UNDEF,211,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,333,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
gettid,224,SCMP_KV_UNDEF,186,SCMP_KV_UNDEF,186,SCMP_KV_UNDEF,224,SCMP_KV_UNDEF,178,SCMP_KV_UNDEF,178,SCMP_KV_UNDEF,221,SCMP_KV_UNDEF,222,SCMP_KV_UNDEF,178,SCMP_KV_UNDEF,178,SCMP_KV_UNDEF,206,SCMP_KV_UNDEF,206,SCMP_KV_UNDEF,207,SCMP_KV_UNDEF,207,SCMP_KV_UNDEF,178,SCMP_KV_UNDEF,236,SCMP_KV_UNDEF,236,SCMP_KV_UNDEF,224,SCMP_KV_UNDEF
gettimeofday,78,SCMP_KV_UNDEF,96,SCMP_KV_UNDEF,96,SCMP_KV_UNDEF,78,SCMP_KV_UNDEF,169,SCMP_KV_UNDEF,169,SCMP_KV_UNDEF,78,SCMP_KV_UNDEF,78,SCMP_KV_UNDEF,94,SCMP_KV_UNDEF,94,SCMP_KV_UNDEF,78,SCMP_KV_UNDEF,78,SCMP_KV_UNDEF,78,SCMP_KV_UNDEF,78,SCMP_KV_UNDEF,169,SCMP_KV_UNDEF,78,SCMP_KV_UNDEF,78,SCMP_KV_UNDEF,78,SCMP_KV_UNDEF
get_tls,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,983046,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
getuid,24,SCMP_KV_UNDEF,102,SCMP_KV_UNDEF,102,SCMP_KV_UNDEF,24,SCMP_KV_UNDEF,174,SCMP_KV_UNDEF,174,SCMP_KV_UNDEF,24,SCMP_KV_UNDEF,24,SCMP_KV_UNDEF,100,SCMP_KV_UNDEF,100,SCMP_KV_UNDEF,24,SCMP_KV_UNDEF,24,SCMP_KV_UNDEF,24,SCMP_KV_UNDEF,24,SCMP_KV_UNDEF,174,SCMP_KV_UNDEF,24,SCMP_KV_UNDEF,199,SCMP_KV_UNDEF,24,SCMP_KV_UNDEF
getuid32,199,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,199,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,199,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,199,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,199,SCMP_KV_UNDEF
getxattr,229,SCMP_KV_UNDEF,191,SCMP_KV_UNDEF,191,SCMP_KV_UNDEF,229,SCMP_KV_UNDEF,8,SCMP_KV_UNDEF,8,SCMP_KV_UNDEF,226,SCMP_KV_UNDEF,227,SCMP_KV_UNDEF,183,SCMP_KV_UNDEF,183,SCMP_KV_UNDEF,241,SCMP_KV_UNDEF,241,SCMP_KV_UNDEF,212,SCMP_KV_UNDEF,212,SCMP_KV_UNDEF,8,SCMP_KV_UNDEF,227,SCMP_KV_UNDEF,227,SCMP_KV_UNDEF,229,SCMP_KV_UNDEF
getxattrat,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF,464,SCMP_KV_UNDEF
gtty,32,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,32,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,32,SCMP_KV_UNDEF,32,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
idle,112,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,112,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,112,SCMP_KV_UNDEF,112,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,112,SCMP_KV_UNDEF,112,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
init_module,128,SCMP_KV_UNDEF,175,SCMP_KV_UNDEF,175,SCMP_KV_UNDEF,128,SCMP_KV_UNDEF,105,SCMP_KV_UNDEF,105,SCMP_KV_UNDEF,128,SCMP_KV_UNDEF,128,SCMP_KV_UNDEF,168,SCMP_KV_UNDEF,168,SCMP_KV_UNDEF,128,SCMP_KV_UNDEF,128,SCMP_KV_UNDEF,128,SCMP_KV_UNDEF,128,SCMP_KV_UNDEF,105,SCMP_KV_UNDEF,128,SCMP_KV_UNDEF,128,SCMP_KV_UNDEF,128,SCMP_KV_UNDEF
inotify_add_watch,292,SCMP_KV_UNDEF,254,SCMP_KV_UNDEF,254,SCMP_KV_UNDEF,317,SCMP_KV_UNDEF,27,SCMP_KV_UNDEF,27,SCMP_KV_UNDEF,285,SCMP_KV_UNDEF,285,SCMP_KV_UNDEF,244,SCMP_KV_UNDEF,248,SCMP_KV_UNDEF,270,SCMP_KV_UNDEF,270,SCMP_KV_UNDEF,276,SCMP_KV_UNDEF,276,SCMP_KV_UNDEF,27,SCMP_KV_UNDEF,285,SCMP_KV_UNDEF,285,SCMP_KV_UNDEF,291,SCMP_KV_UNDEF
inotify_init,291,SCMP_KV_UNDEF,253,SCMP_KV_UNDEF,253,SCMP_KV_UNDEF,316,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,284,SCMP_KV_UNDEF,284,SCMP_KV_UNDEF,243,SCMP_KV_UNDEF,247,SCMP_KV_UNDEF,269,SCMP_KV_UNDEF,269,SCMP_KV_UNDEF,275,SCMP_KV_UNDEF,275,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,284,SCMP_KV_UNDEF,284,SCMP_KV_UNDEF,290,SCMP_KV_UNDEF
inotify_init1,332,SCMP_KV_UNDEF,294,SCMP_KV_UNDEF,294,SCMP_KV_UNDEF,360,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,328,SCMP_KV_UNDEF,329,SCMP_KV_UNDEF,288,SCMP_KV_UNDEF,292,SCMP_KV_UNDEF,314,SCMP_KV_UNDEF,314,SCMP_KV_UNDEF,318,SCMP_KV_UNDEF,318,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,324,SCMP_KV_UNDEF,324,SCMP_KV_UNDEF,332,SCMP_KV_UNDEF
inotify_rm_watch,293,SCMP_KV_UNDEF,255,SCMP_KV_UNDEF,255,SCMP_KV_UNDEF,318,SCMP_KV_UNDEF,28,SCMP_KV_UNDEF,28,SCMP_KV_UNDEF,286,SCMP_KV_UNDEF,286,SCMP_KV_UNDEF,245,SCMP_KV_UNDEF,249,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,277,SCMP_KV_UNDEF,277,SCMP_KV_UNDEF,28,SCMP_KV_UNDEF,286,SCMP_KV_UNDEF,286,SCMP_KV_UNDEF,292,SCMP_KV_UNDEF
io_cancel,249,SCMP_KV_UNDEF,210,SCMP_KV_UNDEF,210,SCMP_KV_UNDEF,247,SCMP_KV_UNDEF,3,SCMP_KV_UNDEF,3,SCMP_KV_UNDEF,245,SCMP_KV_UNDEF,245,SCMP_KV_UNDEF,204,SCMP_KV_UNDEF,204,SCMP_KV_UNDEF,219,SCMP_KV_UNDEF,219,SCMP_KV_UNDEF,231,SCMP_KV_UNDEF,231,SCMP_KV_UNDEF,3,SCMP_KV_UNDEF,247,SCMP_KV_UNDEF,247,SCMP_KV_UNDEF,249,SCMP_KV_UNDEF
ioctl,54,SCMP_KV_UNDEF,16,SCMP_KV_UNDEF,514,SCMP_KV_UNDEF,54,SCMP_KV_UNDEF,29,SCMP_KV_UNDEF,29,SCMP_KV_UNDEF,54,SCMP_KV_UNDEF,54,SCMP_KV_UNDEF,15,SCMP_KV_UNDEF,15,SCMP_KV_UNDEF,54,SCMP_KV_UNDEF,54,SCMP_KV_UNDEF,54,SCMP_KV_UNDEF,54,SCMP_KV_UNDEF,29,SCMP_KV_UNDEF,54,SCMP_KV_UNDEF,54,SCMP_KV_UNDEF,54,SCMP_KV_UNDEF
io_destroy,246,SCMP_KV_UNDEF,207,SCMP_KV_UNDEF,207,SCMP_KV_UNDEF,244,SCMP_KV_UNDEF,1,SCMP_KV_UNDEF,1,SCMP_KV_UNDEF,242,SCMP_KV_UNDEF,242,SCMP_KV_UNDEF,201,SCMP_KV_UNDEF,201,SCMP_KV_UNDEF,216,SCMP_KV_UNDEF,216,SCMP_KV_UNDEF,228,SCMP_KV_UNDEF,228,SCMP_KV_UNDEF,1,SCMP_KV_UNDEF,244,SCMP_KV_UNDEF,244,SCMP_KV_UNDEF,246,SCMP_KV_UNDEF
io_getevents,247,SCMP_KV_UNDEF,208,SCMP_KV_UNDEF,208,SCMP_KV_UNDEF,245,SCMP_KV_UNDEF,4,SCMP_KV_UNDEF,4,SCMP_KV_UNDEF,243,SCMP_KV_UNDEF,243,SCMP_KV_UNDEF,202,SCMP_KV_UNDEF,202,SCMP_KV_UNDEF,217,SCMP_KV_UNDEF,217,SCMP_KV_UNDEF,229,SCMP_KV_UNDEF,229,SCMP_KV_UNDEF,4,SCMP_KV_UNDEF,245,SCMP_KV_UNDEF,245,SCMP_KV_UNDEF,247,SCMP_KV_UNDEF
ioperm,101,SCMP_KV_UNDEF,173,SCMP_KV_UNDEF,173,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,101,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,101,SCMP_KV_UNDEF,101,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,101,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
io_pgetevents,385,SCMP_KV_UNDEF,333,SCMP_KV_UNDEF,333,SCMP_KV_UNDEF,399,SCMP_KV_UNDEF,292,SCMP_KV_UNDEF,292,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,368,SCMP_KV_UNDEF,328,SCMP_KV_UNDEF,332,SCMP_KV_UNDEF,350,SCMP_KV_UNDEF,350,SCMP_KV_UNDEF,388,SCMP_KV_UNDEF,388,SCMP_KV_UNDEF,292,SCMP_KV_UNDEF,382,SCMP_KV_UNDEF,382,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
io_pgetevents_time64,416,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,416,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,416,SCMP_KV_UNDEF,416,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,416,SCMP_KV_UNDEF,416,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,416,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,416,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,416,SCMP_KV_UNDEF
iopl,110,SCMP_KV_UNDEF,172,SCMP_KV_UNDEF,172,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,110,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,110,SCMP_KV_UNDEF,110,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
ioprio_get,290,SCMP_KV_UNDEF,252,SCMP_KV_UNDEF,252,SCMP_KV_UNDEF,315,SCMP_KV_UNDEF,31,SCMP_KV_UNDEF,31,SCMP_KV_UNDEF,283,SCMP_KV_UNDEF,315,SCMP_KV_UNDEF,274,SCMP_KV_UNDEF,278,SCMP_KV_UNDEF,268,SCMP_KV_UNDEF,268,SCMP_KV_UNDEF,274,SCMP_KV_UNDEF,274,SCMP_KV_UNDEF,31,SCMP_KV_UNDEF,283,SCMP_KV_UNDEF,283,SCMP_KV_UNDEF,289,SCMP_KV_UNDEF
ioprio_set,289,SCMP_KV_UNDEF,251,SCMP_KV_UNDEF,251,SCMP_KV_UNDEF,314,SCMP_KV_UNDEF,30,SCMP_KV_UNDEF,30,SCMP_KV_UNDEF,282,SCMP_KV_UNDEF,314,SCMP_KV_UNDEF,273,SCMP_KV_UNDEF,277,SCMP_KV_UNDEF,267,SCMP_KV_UNDEF,267,SCMP_KV_UNDEF,273,SCMP_KV_UNDEF,273,SCMP_KV_UNDEF,30,SCMP_KV_UNDEF,282,SCMP_KV_UNDEF,282,SCMP_KV_UNDEF,288,SCMP_KV_UNDEF
io_setup,245,SCMP_KV_UNDEF,206,SCMP_KV_UNDEF,543,SCMP_KV_UNDEF,243,SCMP_KV_UNDEF,0,SCMP_KV_UNDEF,0,SCMP_KV_UNDEF,241,SCMP_KV_UNDEF,241,SCMP_KV_UNDEF,200,SCMP_KV_UNDEF,200,SCMP_KV_UNDEF,215,SCMP_KV_UNDEF,215,SCMP_KV_UNDEF,227,SCMP_KV_UNDEF,227,SCMP_KV_UNDEF,0,SCMP_KV_UNDEF,243,SCMP_KV_UNDEF,243,SCMP_KV_UNDEF,245,SCMP_KV_UNDEF
io_submit,248,SCMP_KV_UNDEF,209,SCMP_KV_UNDEF,544,SCMP_KV_UNDEF,246,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,244,SCMP_KV_UNDEF,244,SCMP_KV_UNDEF,203,SCMP_KV_UNDEF,203,SCMP_KV_UNDEF,218,SCMP_KV_UNDEF,218,SCMP_KV_UNDEF,230,SCMP_KV_UNDEF,230,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,246,SCMP_KV_UNDEF,246,SCMP_KV_UNDEF,248,SCMP_KV_UNDEF
io_uring_enter,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF,426,SCMP_KV_UNDEF
io_uring_register,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF,427,SCMP_KV_UNDEF
io_uring_setup,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF,425,SCMP_KV_UNDEF
ipc,117,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,117,SCMP_KV_UNDEF,117,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,117,SCMP_KV_UNDEF,117,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,117,SCMP_KV_UNDEF,117,SCMP_KV_UNDEF,117,SCMP_KV_UNDEF
kcmp,349,SCMP_KV_UNDEF,312,SCMP_KV_UNDEF,312,SCMP_KV_UNDEF,378,SCMP_KV_UNDEF,272,SCMP_KV_UNDEF,272,SCMP_KV_UNDEF,347,SCMP_KV_UNDEF,347,SCMP_KV_UNDEF,306,SCMP_KV_UNDEF,311,SCMP_KV_UNDEF,332,SCMP_KV_UNDEF,332,SCMP_KV_UNDEF,354,SCMP_KV_UNDEF,354,SCMP_KV_UNDEF,272,SCMP_KV_UNDEF,343,SCMP_KV_UNDEF,343,SCMP_KV_UNDEF,367,SCMP_KV_UNDEF
kexec_file_load,PNR,SCMP_KV_UNDEF,320,SCMP_KV_UNDEF,320,SCMP_KV_UNDEF,401,SCMP_KV_UNDEF,294,SCMP_KV_UNDEF,294,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,355,SCMP_KV_UNDEF,355,SCMP_KV_UNDEF,382,SCMP_KV_UNDEF,382,SCMP_KV_UNDEF,294,SCMP_KV_UNDEF,381,SCMP_KV_UNDEF,381,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
