#syscall (v6.13.0 2025-01-23),x86,x86_kver,x86_64,x86_64_kver,x32,x32_kver,arm,arm_kver,aarch64,aarch64_kver,loongarch64,loongarch64_kver,m68k,m68k_kver,mips,mips_kver,mips64,mips64_kver,mips64n32,mips64n32_kver,parisc,parisc_kver,parisc64,parisc64_kver,ppc,ppc_kver,ppc64,ppc64_kver,riscv64,riscv64_kver,s390,s390_kver,s390x,s390x_kver,sh,sh_kver
mount_setattr,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF,442,SCMP_KV_UNDEF
move_mount,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF,429,SCMP_KV_UNDEF
move_pages,317,SCMP_KV_UNDEF,279,SCMP_KV_UNDEF,533,SCMP_KV_UNDEF,344,SCMP_KV_UNDEF,239,SCMP_KV_UNDEF,239,SCMP_KV_UNDEF,310,SCMP_KV_UNDEF,308,SCMP_KV_UNDEF,267,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,295,SCMP_KV_UNDEF,295,SCMP_KV_UNDEF,301,SCMP_KV_UNDEF,301,SCMP_KV_UNDEF,239,SCMP_KV_UNDEF,310,SCMP_KV_UNDEF,310,SCMP_KV_UNDEF,317,SCMP_KV_UNDEF
mprotect,125,SCMP_KV_UNDEF,10,SCMP_KV_UNDEF,10,SCMP_KV_UNDEF,125,SCMP_KV_UNDEF,226,SCMP_KV_UNDEF,226,SCMP_KV_UNDEF,125,SCMP_KV_UNDEF,125,SCMP_KV_UNDEF,10,SCMP_KV_UNDEF,10,SCMP_KV_UNDEF,125,SCMP_KV_UNDEF,125,SCMP_KV_UNDEF,125,SCMP_KV_UNDEF,125,SCMP_KV_UNDEF,226,SCMP_KV_UNDEF,125,SCMP_KV_UNDEF,125,SCMP_KV_UNDEF,125,SCMP_KV_UNDEF
mpx,56,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,56,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,56,SCMP_KV_UNDEF,56,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
mq_getsetattr,282,SCMP_KV_UNDEF,245,SCMP_KV_UNDEF,245,SCMP_KV_UNDEF,279,SCMP_KV_UNDEF,185,SCMP_KV_UNDEF,185,SCMP_KV_UNDEF,276,SCMP_KV_UNDEF,276,SCMP_KV_UNDEF,235,SCMP_KV_UNDEF,239,SCMP_KV_UNDEF,234,SCMP_KV_UNDEF,234,SCMP_KV_UNDEF,267,SCMP_KV_UNDEF,267,SCMP_KV_UNDEF,185,SCMP_KV_UNDEF,276,SCMP_KV_UNDEF,276,SCMP_KV_UNDEF,282,SCMP_KV_UNDEF
mq_notify,281,SCMP_KV_UNDEF,244,SCMP_KV_UNDEF,527,SCMP_KV_UNDEF,278,SCMP_KV_UNDEF,184,SCMP_KV_UNDEF,184,SCMP_KV_UNDEF,275,SCMP_KV_UNDEF,275,SCMP_KV_UNDEF,234,SCMP_KV_UNDEF,238,SCMP_KV_UNDEF,233,SCMP_KV_UNDEF,233,SCMP_KV_UNDEF,266,SCMP_KV_UNDEF,266,SCMP_KV_UNDEF,184,SCMP_KV_UNDEF,275,SCMP_KV_UNDEF,275,SCMP_KV_UNDEF,281,SCMP_KV_UNDEF
mq_open,277,SCMP_KV_UNDEF,240,SCMP_KV_UNDEF,240,SCMP_KV_UNDEF,274,SCMP_KV_UNDEF,180,SCMP_KV_UNDEF,180,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,230,SCMP_KV_UNDEF,234,SCMP_KV_UNDEF,229,SCMP_KV_UNDEF,229,SCMP_KV_UNDEF,262,SCMP_KV_UNDEF,262,SCMP_KV_UNDEF,180,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,277,SCMP_KV_UNDEF
mq_timedreceive,280,SCMP_KV_UNDEF,243,SCMP_KV_UNDEF,243,SCMP_KV_UNDEF,277,SCMP_KV_UNDEF,183,SCMP_KV_UNDEF,183,SCMP_KV_UNDEF,274,SCMP_KV_UNDEF,274,SCMP_KV_UNDEF,233,SCMP_KV_UNDEF,237,SCMP_KV_UNDEF,232,SCMP_KV_UNDEF,232,SCMP_KV_UNDEF,265,SCMP_KV_UNDEF,265,SCMP_KV_UNDEF,183,SCMP_KV_UNDEF,274,SCMP_KV_UNDEF,274,SCMP_KV_UNDEF,280,SCMP_KV_UNDEF
mq_timedreceive_time64,419,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,419,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,419,SCMP_KV_UNDEF,419,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,419,SCMP_KV_UNDEF,419,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,419,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,419,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,419,SCMP_KV_UNDEF
mq_timedsend,279,SCMP_KV_UNDEF,242,SCMP_KV_UNDEF,242,SCMP_KV_UNDEF,276,SCMP_KV_UNDEF,182,SCMP_KV_UNDEF,182,SCMP_KV_UNDEF,273,SCMP_KV_UNDEF,273,SCMP_KV_UNDEF,232,SCMP_KV_UNDEF,236,SCMP_KV_UNDEF,231,SCMP_KV_UNDEF,231,SCMP_KV_UNDEF,264,SCMP_KV_UNDEF,264,SCMP_KV_UNDEF,182,SCMP_KV_UNDEF,273,SCMP_KV_UNDEF,273,SCMP_KV_UNDEF,279,SCMP_KV_UNDEF
mq_timedsend_time64,418,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,418,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,418,SCMP_KV_UNDEF,418,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,418,SCMP_KV_UNDEF,418,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,418,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,418,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,418,SCMP_KV_UNDEF
mq_unlink,278,SCMP_KV_UNDEF,241,SCMP_KV_UNDEF,241,SCMP_KV_UNDEF,275,SCMP_KV_UNDEF,181,SCMP_KV_UNDEF,181,SCMP_KV_UNDEF,272,SCMP_KV_UNDEF,272,SCMP_KV_UNDEF,231,SCMP_KV_UNDEF,235,SCMP_KV_UNDEF,230,SCMP_KV_UNDEF,230,SCMP_KV_UNDEF,263,SCMP_KV_UNDEF,263,SCMP_KV_UNDEF,181,SCMP_KV_UNDEF,272,SCMP_KV_UNDEF,272,SCMP_KV_UNDEF,278,SCMP_KV_UNDEF
mremap,163,SCMP_KV_UNDEF,25,SCMP_KV_UNDEF,25,SCMP_KV_UNDEF,163,SCMP_KV_UNDEF,216,SCMP_KV_UNDEF,216,SCMP_KV_UNDEF,163,SCMP_KV_UNDEF,167,SCMP_KV_UNDEF,24,SCMP_KV_UNDEF,24,SCMP_KV_UNDEF,163,SCMP_KV_UNDEF,163,SCMP_KV_UNDEF,163,SCMP_KV_UNDEF,163,SCMP_KV_UNDEF,216,SCMP_KV_UNDEF,163,SCMP_KV_UNDEF,163,SCMP_KV_UNDEF,163,SCMP_KV_UNDEF
mseal,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF,462,SCMP_KV_UNDEF
msgctl,402,SCMP_KV_UNDEF,71,SCMP_KV_UNDEF,71,SCMP_KV_UNDEF,304,SCMP_KV_UNDEF,187,SCMP_KV_UNDEF,187,SCMP_KV_UNDEF,402,SCMP_KV_UNDEF,402,SCMP_KV_UNDEF,69,SCMP_KV_UNDEF,69,SCMP_KV_UNDEF,191,SCMP_KV_UNDEF,191,SCMP_KV_UNDEF,402,SCMP_KV_UNDEF,402,SCMP_KV_UNDEF,187,SCMP_KV_UNDEF,402,SCMP_KV_UNDEF,402,SCMP_KV_UNDEF,402,SCMP_KV_UNDEF
msgget,399,SCMP_KV_UNDEF,68,SCMP_KV_UNDEF,68,SCMP_KV_UNDEF,303,SCMP_KV_UNDEF,186,SCMP_KV_UNDEF,186,SCMP_KV_UNDEF,399,SCMP_KV_UNDEF,399,SCMP_KV_UNDEF,66,SCMP_KV_UNDEF,66,SCMP_KV_UNDEF,190,SCMP_KV_UNDEF,190,SCMP_KV_UNDEF,399,SCMP_KV_UNDEF,399,SCMP_KV_UNDEF,186,SCMP_KV_UNDEF,399,SCMP_KV_UNDEF,399,SCMP_KV_UNDEF,399,SCMP_KV_UNDEF
msgrcv,401,SCMP_KV_UNDEF,70,SCMP_KV_UNDEF,70,SCMP_KV_UNDEF,302,SCMP_KV_UNDEF,188,SCMP_KV_UNDEF,188,SCMP_KV_UNDEF,401,SCMP_KV_UNDEF,401,SCMP_KV_UNDEF,68,SCMP_KV_UNDEF,68,SCMP_KV_UNDEF,189,SCMP_KV_UNDEF,189,SCMP_KV_UNDEF,401,SCMP_KV_UNDEF,401,SCMP_KV_UNDEF,188,SCMP_KV_UNDEF,401,SCMP_KV_UNDEF,401,SCMP_KV_UNDEF,401,SCMP_KV_UNDEF
msgsnd,400,SCMP_KV_UNDEF,69,SCMP_KV_UNDEF,69,SCMP_KV_UNDEF,301,SCMP_KV_UNDEF,189,SCMP_KV_UNDEF,189,SCMP_KV_UNDEF,400,SCMP_KV_UNDEF,400,SCMP_KV_UNDEF,67,SCMP_KV_UNDEF,67,SCMP_KV_UNDEF,188,SCMP_KV_UNDEF,188,SCMP_KV_UNDEF,400,SCMP_KV_UNDEF,400,SCMP_KV_UNDEF,189,SCMP_KV_UNDEF,400,SCMP_KV_UNDEF,400,SCMP_KV_UNDEF,400,SCMP_KV_UNDEF
msync,144,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,144,SCMP_KV_UNDEF,227,SCMP_KV_UNDEF,227,SCMP_KV_UNDEF,144,SCMP_KV_UNDEF,144,SCMP_KV_UNDEF,25,SCMP_KV_UNDEF,25,SCMP_KV_UNDEF,144,SCMP_KV_UNDEF,144,SCMP_KV_UNDEF,144,SCMP_KV_UNDEF,144,SCMP_KV_UNDEF,227,SCMP_KV_UNDEF,144,SCMP_KV_UNDEF,144,SCMP_KV_UNDEF,144,SCMP_KV_UNDEF
multiplexer,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,201,SCMP_KV_UNDEF,201,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
munlock,151,SCMP_KV_UNDEF,150,SCMP_KV_UNDEF,150,SCMP_KV_UNDEF,151,SCMP_KV_UNDEF,229,SCMP_KV_UNDEF,229,SCMP_KV_UNDEF,151,SCMP_KV_UNDEF,155,SCMP_KV_UNDEF,147,SCMP_KV_UNDEF,147,SCMP_KV_UNDEF,151,SCMP_KV_UNDEF,151,SCMP_KV_UNDEF,151,SCMP_KV_UNDEF,151,SCMP_KV_UNDEF,229,SCMP_KV_UNDEF,151,SCMP_KV_UNDEF,151,SCMP_KV_UNDEF,151,SCMP_KV_UNDEF
munlockall,153,SCMP_KV_UNDEF,152,SCMP_KV_UNDEF,152,SCMP_KV_UNDEF,153,SCMP_KV_UNDEF,231,SCMP_KV_UNDEF,231,SCMP_KV_UNDEF,153,SCMP_KV_UNDEF,157,SCMP_KV_UNDEF,149,SCMP_KV_UNDEF,149,SCMP_KV_UNDEF,153,SCMP_KV_UNDEF,153,SCMP_KV_UNDEF,153,SCMP_KV_UNDEF,153,SCMP_KV_UNDEF,231,SCMP_KV_UNDEF,153,SCMP_KV_UNDEF,153,SCMP_KV_UNDEF,153,SCMP_KV_UNDEF
munmap,91,SCMP_KV_UNDEF,11,SCMP_KV_UNDEF,11,SCMP_KV_UNDEF,91,SCMP_KV_UNDEF,215,SCMP_KV_UNDEF,215,SCMP_KV_UNDEF,91,SCMP_KV_UNDEF,91,SCMP_KV_UNDEF,11,SCMP_KV_UNDEF,11,SCMP_KV_UNDEF,91,SCMP_KV_UNDEF,91,SCMP_KV_UNDEF,91,SCMP_KV_UNDEF,91,SCMP_KV_UNDEF,215,SCMP_KV_UNDEF,91,SCMP_KV_UNDEF,91,SCMP_KV_UNDEF,91,SCMP_KV_UNDEF
name_to_handle_at,341,SCMP_KV_UNDEF,303,SCMP_KV_UNDEF,303,SCMP_KV_UNDEF,370,SCMP_KV_UNDEF,264,SCMP_KV_UNDEF,264,SCMP_KV_UNDEF,340,SCMP_KV_UNDEF,339,SCMP_KV_UNDEF,298,SCMP_KV_UNDEF,303,SCMP_KV_UNDEF,325,SCMP_KV_UNDEF,325,SCMP_KV_UNDEF,345,SCMP_KV_UNDEF,345,SCMP_KV_UNDEF,264,SCMP_KV_UNDEF,335,SCMP_KV_UNDEF,335,SCMP_KV_UNDEF,359,SCMP_KV_UNDEF
nanosleep,162,SCMP_KV_UNDEF,35,SCMP_KV_UNDEF,35,SCMP_KV_UNDEF,162,SCMP_KV_UNDEF,101,SCMP_KV_UNDEF,101,SCMP_KV_UNDEF,162,SCMP_KV_UNDEF,166,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,162,SCMP_KV_UNDEF,162,SCMP_KV_UNDEF,162,SCMP_KV_UNDEF,162,SCMP_KV_UNDEF,101,SCMP_KV_UNDEF,162,SCMP_KV_UNDEF,162,SCMP_KV_UNDEF,162,SCMP_KV_UNDEF
newfstatat,PNR,SCMP_KV_UNDEF,262,SCMP_KV_UNDEF,262,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,79,SCMP_KV_UNDEF,79,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,252,SCMP_KV_UNDEF,256,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,291,SCMP_KV_UNDEF,79,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,293,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
_newselect,142,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,142,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,142,SCMP_KV_UNDEF,142,SCMP_KV_UNDEF,22,SCMP_KV_UNDEF,22,SCMP_KV_UNDEF,142,SCMP_KV_UNDEF,142,SCMP_KV_UNDEF,142,SCMP_KV_UNDEF,142,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,142,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,142,SCMP_KV_UNDEF
nfsservctl,169,SCMP_KV_UNDEF,180,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,169,SCMP_KV_UNDEF,42,SCMP_KV_UNDEF,42,SCMP_KV_UNDEF,169,SCMP_KV_UNDEF,189,SCMP_KV_UNDEF,173,SCMP_KV_UNDEF,173,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,168,SCMP_KV_UNDEF,168,SCMP_KV_UNDEF,42,SCMP_KV_UNDEF,169,SCMP_KV_UNDEF,169,SCMP_KV_UNDEF,169,SCMP_KV_UNDEF
nice,34,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF
oldfstat,28,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,28,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,28,SCMP_KV_UNDEF,28,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,28,SCMP_KV_UNDEF
oldlstat,84,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,84,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,84,SCMP_KV_UNDEF,84,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,84,SCMP_KV_UNDEF
oldolduname,59,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,59,SCMP_KV_UNDEF,59,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
oldstat,18,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,18,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,18,SCMP_KV_UNDEF,18,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,18,SCMP_KV_UNDEF
olduname,109,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,109,SCMP_KV_UNDEF,109,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,109,SCMP_KV_UNDEF
open,5,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,5,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,5,SCMP_KV_UNDEF,5,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,5,SCMP_KV_UNDEF,5,SCMP_KV_UNDEF,5,SCMP_KV_UNDEF,5,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,5,SCMP_KV_UNDEF,5,SCMP_KV_UNDEF,5,SCMP_KV_UNDEF
openat,295,SCMP_KV_UNDEF,257,SCMP_KV_UNDEF,257,SCMP_KV_UNDEF,322,SCMP_KV_UNDEF,56,SCMP_KV_UNDEF,56,SCMP_KV_UNDEF,288,SCMP_KV_UNDEF,288,SCMP_KV_UNDEF,247,SCMP_KV_UNDEF,251,SCMP_KV_UNDEF,275,SCMP_KV_UNDEF,275,SCMP_KV_UNDEF,286,SCMP_KV_UNDEF,286,SCMP_KV_UNDEF,56,SCMP_KV_UNDEF,288,SCMP_KV_UNDEF,288,SCMP_KV_UNDEF,295,SCMP_KV_UNDEF
openat2,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF,437,SCMP_KV_UNDEF
open_by_handle_at,342,SCMP_KV_UNDEF,304,SCMP_KV_UNDEF,304,SCMP_KV_UNDEF,371,SCMP_KV_UNDEF,265,SCMP_KV_UNDEF,265,SCMP_KV_UNDEF,341,SCMP_KV_UNDEF,340,SCMP_KV_UNDEF,299,SCMP_KV_UNDEF,304,SCMP_KV_UNDEF,326,SCMP_KV_UNDEF,326,SCMP_KV_UNDEF,346,SCMP_KV_UNDEF,346,SCMP_KV_UNDEF,265,SCMP_KV_UNDEF,336,SCMP_KV_UNDEF,336,SCMP_KV_UNDEF,360,SCMP_KV_UNDEF
open_tree,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF,428,SCMP_KV_UNDEF
pause,29,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,29,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,29,SCMP_KV_UNDEF,29,SCMP_KV_UNDEF,33,SCMP_KV_UNDEF,33,SCMP_KV_UNDEF,29,SCMP_KV_UNDEF,29,SCMP_KV_UNDEF,29,SCMP_KV_UNDEF,29,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,29,SCMP_KV_UNDEF,29,SCMP_KV_UNDEF,29,SCMP_KV_UNDEF
pciconfig_iobase,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,200,SCMP_KV_UNDEF,200,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
pciconfig_read,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,272,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,198,SCMP_KV_UNDEF,198,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
pciconfig_write,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,273,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,199,SCMP_KV_UNDEF,199,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
perf_event_open,336,SCMP_KV_UNDEF,298,SCMP_KV_UNDEF,298,SCMP_KV_UNDEF,364,SCMP_KV_UNDEF,241,SCMP_KV_UNDEF,241,SCMP_KV_UNDEF,332,SCMP_KV_UNDEF,333,SCMP_KV_UNDEF,292,SCMP_KV_UNDEF,296,SCMP_KV_UNDEF,318,SCMP_KV_UNDEF,318,SCMP_KV_UNDEF,319,SCMP_KV_UNDEF,319,SCMP_KV_UNDEF,241,SCMP_KV_UNDEF,331,SCMP_KV_UNDEF,331,SCMP_KV_UNDEF,336,SCMP_KV_UNDEF
